Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Unnamed: 12,Prediction Mean,Prediction STD,Phenotype,Binary Prediction Mean
Pseudomonas sp. 2_1_26 (665948.3),Pseudomonas sp. 2_1_26 ,665948,665948.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,-, Pseudomonas sp. 2_1_26,,0.986328125,0.0054591503356928,Human Pathogenic,1.0
Pseudomonas stutzeri A1501 (379731.5),Pseudomonas stutzeri A1501 ,379731,379731.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri A1501,,0.93896484375,0.0292500439504961,Human Pathogenic,1.0
Pseudomonas stutzeri ATCC 14405 = CCUG 16156 (32042.3),Pseudomonas stutzeri ATCC 14405 = CCUG 16156 ,32042,32042.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri ATCC 14405 = CCUG 16156,,0.945068359375,0.0266650296741937,Human Pathogenic,1.0
Pseudomonas stutzeri ATCC 17588 = LMG 11199 (96563.4),Pseudomonas stutzeri ATCC 17588 = LMG 11199 ,96563,96563.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri ATCC 17588 = LMG 11199,,0.9547119140625,0.038371846954835,Human Pathogenic,1.0
Pseudomonas stutzeri CCUG 29243 (1196835.3),Pseudomonas stutzeri CCUG 29243 ,1196835,1196835.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri CCUG 29243,,0.91455078125,0.0615476530344998,Human Pathogenic,1.0
Pseudomonas stutzeri DSM 10701 (1123519.7),Pseudomonas stutzeri DSM 10701 ,1123519,1123519.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri DSM 10701,,0.80224609375,0.1291215428113882,Human Pathogenic,1.0
Pseudomonas stutzeri DSM 4166 (996285.3),Pseudomonas stutzeri DSM 4166 ,996285,996285.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri DSM 4166,,0.9576416015625,0.0231287004757711,Human Pathogenic,1.0
Pseudomonas stutzeri KOS6 (1218352.3),Pseudomonas stutzeri KOS6 ,1218352,1218352.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri KOS6,,0.9107666015625,0.0383547563744084,Human Pathogenic,1.0
Pseudomonas stutzeri NF13 (1212548.4),Pseudomonas stutzeri NF13 ,1212548,1212548.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri NF13,,0.8914794921875,0.0920616551740513,Human Pathogenic,1.0
Pseudomonas stutzeri RCH2 (644801.3),Pseudomonas stutzeri RCH2 ,644801,644801.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri RCH2,,0.9451904296875,0.023318625026461,Human Pathogenic,1.0
Pseudomonas stutzeri SDM-LAC (1109445.3),Pseudomonas stutzeri SDM-LAC ,1109445,1109445.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri SDM-LAC,,0.800537109375,0.0998111252472088,Human Pathogenic,1.0
Pseudomonas stutzeri strain 28a24 (316.77),Pseudomonas stutzeri strain 28a24 ,316,316.77,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri,,,0.7757568359375,0.1115086079640393,Human Pathogenic,1.0
Pseudomonas stutzeri strain SLG510A3-8 (316.105),Pseudomonas stutzeri strain SLG510A3-8 ,316,316.105,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri,,,0.947509765625,0.0218625169286122,Human Pathogenic,1.0
Pseudomonas stutzeri T13 (1210443.6),Pseudomonas stutzeri T13 ,1210443,1210443.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri T13,,0.9439697265625,0.0242729687604038,Human Pathogenic,1.0
Pseudomonas stutzeri TS44 (477228.3),Pseudomonas stutzeri TS44 ,477228,477228.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri TS44,,0.9317626953125,0.0237341230428053,Human Pathogenic,1.0
Pseudomonas stutzeri XLDN-R (1200345.6),Pseudomonas stutzeri XLDN-R ,1200345,1200345.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Pseudomonas stutzeri, Pseudomonas stutzeri XLDN-R,,0.9051513671875,0.0505864736167747,Human Pathogenic,1.0
Pseudopropionibacterium sp. Marseille-P6184 (2220000.3),Pseudopropionibacterium sp. Marseille-P6184,2220000,2220000.3,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,-,,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Pseudopropionibacterium; Pseudopropionibacterium sp. Marseille-P6184,0.80615234375,0.0843236413696387,Human Pathogenic,1.0
Pyramidobacter piscolens W5455 (352165.3),Pyramidobacter piscolens W5455 ,352165,352165.3,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter, Pyramidobacter piscolens, Pyramidobacter piscolens W5455,,0.1701812744140625,0.0675006937586268,Human Non Pathogenic,0.0
Ralstonia sp. 5_2_56FAA (658080.3),Ralstonia sp. 5_2_56FAA ,658080,658080.3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,-, Ralstonia sp. 5_2_56FAA,,0.70928955078125,0.2163486400587733,Human Pathogenic,1.0
Ralstonia sp. 5_7_47FAA (658664.3),Ralstonia sp. 5_7_47FAA ,658664,658664.3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,-, Ralstonia sp. 5_7_47FAA,,0.7098388671875,0.2235646706257917,Human Pathogenic,1.0
Raoultibacter timonensis strain Marseille-P3277 (1907662.3),Raoultibacter timonensis strain Marseille-P3277,1907662,1907662.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Raoultibacter timonensis,,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Raoultibacter; Raoultibacter timonensis,0.1422576904296875,0.0896662261762824,Human Non Pathogenic,0.0
Rhodococcus equi 103S (685727.3),Rhodococcus equi 103S ,685727,685727.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus hoagii, Rhodococcus equi 103S,,0.94921875,0.0484543801704514,Human Pathogenic,1.0
Rhodococcus equi ATCC 33707 (525370.3),Rhodococcus equi ATCC 33707 ,525370,525370.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus hoagii, Rhodococcus equi ATCC 33707,,0.9462890625,0.0630090960036661,Human Pathogenic,1.0
Rhodococcus erythropolis PR4 (234621.6),Rhodococcus erythropolis PR4 ,234621,234621.6,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus erythropolis, Rhodococcus erythropolis PR4,,0.6942138671875,0.2036921213590853,Human Pathogenic,1.0
Rhodococcus erythropolis SK121 (596309.3),Rhodococcus erythropolis SK121 ,596309,596309.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus erythropolis, Rhodococcus erythropolis SK121,,0.7017822265625,0.1630473291073641,Human Pathogenic,1.0
Rhodococcus erythropolis strain BG43 (1833.80),Rhodococcus erythropolis strain BG43 ,1833,1833.8,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus erythropolis,,,0.81787109375,0.1161509126427832,Human Pathogenic,1.0
Rhodococcus erythropolis XP (1078016.3),Rhodococcus erythropolis XP ,1078016,1078016.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus erythropolis, Rhodococcus erythropolis XP,,0.7723388671875,0.1670654760681471,Human Pathogenic,1.0
Rhodococcus rhodochrous ATCC 17895 (1330040.3),Rhodococcus rhodochrous ATCC 17895 ,1330040,1330040.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus rhodochrous, Rhodococcus rhodochrous ATCC 17895,,0.875244140625,0.0886909497956419,Human Pathogenic,1.0
Rhodococcus rhodochrous ATCC 21198 (1429046.4),Rhodococcus rhodochrous ATCC 21198 ,1429046,1429046.4,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus, Rhodococcus rhodochrous, Rhodococcus rhodochrous ATCC 21198,,0.9007568359375,0.1034928062767754,Human Pathogenic,1.0
Rhodospirillum photometricum DSM 122 (1150469.3),Rhodospirillum photometricum DSM 122 ,1150469,1150469.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum, Pararhodospirillum photometricum, Pararhodospirillum photometricum DSM 122,,0.2453994750976562,0.1626169195806952,Human Non Pathogenic,0.0
Rhodospirillum rubrum ATCC 11170 (269796.9),Rhodospirillum rubrum ATCC 11170 ,269796,269796.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum, Rhodospirillum rubrum, Rhodospirillum rubrum ATCC 11170,,0.1490478515625,0.1220397243323077,Human Non Pathogenic,0.0
Rikenella microfusus DSM 15922 (880526.4),Rikenella microfusus DSM 15922 ,880526,880526.4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella, Rikenella microfusus, Rikenella microfusus DSM 15922,,0.17498779296875,0.0742222885492934,Human Non Pathogenic,0.0
Robinsoniella peoriensis strain 6600698 (180332.6),Robinsoniella peoriensis strain 6600698 ,180332,180332.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella, Robinsoniella peoriensis,,,0.13330078125,0.0473189195349501,Human Non Pathogenic,0.0
Romboutsia sp. DR1 (1776391.3),Romboutsia sp. DR1 ,1776391,1776391.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia, Romboutsia timonensis,,,0.831298828125,0.0602532929276422,Human Pathogenic,1.0
Romboutsia sp. Marseille-P6047 (2161817.3),Romboutsia sp. Marseille-P6047,2161817,2161817.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; Romboutsia sp. Marseille-P6047,0.6685791015625,0.0814115641904018,Human Pathogenic,1.0
Roseburia faecis (301302.3),Roseburia faecis ,301302,301302.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia faecis,,,0.2305908203125,0.0616090572348015,Human Non Pathogenic,0.0
Roseburia faecis strain M72 (301302.4),Roseburia faecis strain M72 ,301302,301302.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia faecis,,,0.25299072265625,0.0628226119769721,Human Non Pathogenic,0.0
Roseburia hominis A2-183 (585394.18),Roseburia hominis A2-183 ,585394,585394.18,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia hominis, Roseburia hominis A2-183,,0.197784423828125,0.0726014851219054,Human Non Pathogenic,0.0
Roseburia intestinalis L1-82 (536231.5),Roseburia intestinalis L1-82 ,536231,536231.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia intestinalis, Roseburia intestinalis L1-82,,0.214202880859375,0.0393005153077135,Human Non Pathogenic,0.0
Roseburia intestinalis LFYP67 (166486.30),Roseburia intestinalis LFYP67 ,166486,166486.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia intestinalis, Roseburia intestinalis LFYP67,,0.1859283447265625,0.049301341088026,Human Non Pathogenic,0.0
Roseburia intestinalis M50/1 (657315.3),Roseburia intestinalis M50/1 ,657315,657315.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia intestinalis, Roseburia intestinalis M50/1,,0.188995361328125,0.0373661169600221,Human Non Pathogenic,0.0
Roseburia intestinalis XB6B4 (718255.3),Roseburia intestinalis XB6B4 ,718255,718255.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia intestinalis, Roseburia intestinalis XB6B4,,0.178192138671875,0.0455144177501637,Human Non Pathogenic,0.0
Roseburia inulinivorans DSM 16841 (622312.4),Roseburia inulinivorans DSM 16841 ,622312,622312.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia, Roseburia inulinivorans, Roseburia inulinivorans DSM 16841,,0.1797332763671875,0.0538546525168838,Human Non Pathogenic,0.0
Roseomonas cervicalis ATCC 49957 (525371.3),Roseomonas cervicalis ATCC 49957 ,525371,525371.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas, Roseomonas cervicalis, Roseomonas cervicalis ATCC 49957,,0.71533203125,0.2200743233240989,Human Pathogenic,1.0
Rothia aeria F0474 (1125724.3),Rothia aeria F0474 ,1125724,1125724.3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia aeria, Rothia aeria F0474,,0.4349365234375,0.220821213989469,Human Non Pathogenic,0.0
Rothia dentocariosa ATCC 17931 (762948.4),Rothia dentocariosa ATCC 17931 ,762948,762948.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa, Rothia dentocariosa ATCC 17931,,0.59332275390625,0.1492652276440241,Human Pathogenic,1.0
Rothia dentocariosa BEED26 (2047.141),Rothia dentocariosa BEED26 ,2047,2047.141,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa, Rothia dentocariosa BEED26,,,,,
Rothia dentocariosa M567 (563032.4),Rothia dentocariosa M567 ,563032,563032.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa, Rothia dentocariosa M567,,0.5845947265625,0.1934942295411681,Human Pathogenic,1.0
Rothia dentocariosa strain NCTC10207 (2047.139),Rothia dentocariosa strain NCTC10207 ,2047,2047.139,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa,,,0.5468292236328125,0.2747567483227635,Human Pathogenic,1.0
Rothia dentocariosa strain NCTC10917 (2047.138),Rothia dentocariosa strain NCTC10917 ,2047,2047.138,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa,,,0.6285400390625,0.1412240619812625,Human Pathogenic,1.0
Rothia dentocariosa strain NCTC10918 (2047.140),Rothia dentocariosa strain NCTC10918 ,2047,2047.14,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia dentocariosa,,,0.57574462890625,0.1570579975748831,Human Pathogenic,1.0
Rothia mucilaginosa ATCC 25296 (553201.3),Rothia mucilaginosa ATCC 25296 ,553201,553201.3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa, Rothia mucilaginosa ATCC 25296,,0.3434066772460937,0.3335387210879661,Human Non Pathogenic,0.0
Rothia mucilaginosa BEED27 (43675.207),Rothia mucilaginosa BEED27 ,43675,43675.207,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa, Rothia mucilaginosa BEED27,,,,,
Rothia mucilaginosa DY-18 (680646.3),Rothia mucilaginosa DY-18 ,680646,680646.3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa, Rothia mucilaginosa DY-18,,0.49163818359375,0.2240174413276001,Human Non Pathogenic,0.0
Rothia mucilaginosa M508 (563033.4),Rothia mucilaginosa M508 ,563033,563033.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa, Rothia mucilaginosa M508,,0.496124267578125,0.2478976420290913,Human Non Pathogenic,0.0
Rothia mucilaginosa strain FDAARGOS_369 (43675.106),Rothia mucilaginosa strain FDAARGOS_369 ,43675,43675.106,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa,,,0.49505615234375,0.1743682335494423,Human Non Pathogenic,0.0
Rothia mucilaginosa strain NUM-Rm6536 (43675.28),Rothia mucilaginosa strain NUM-Rm6536 ,43675,43675.28,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa,,,0.52398681640625,0.2272211153722838,Human Pathogenic,1.0
Rothia mucilaginosa strain UMB0024 (43675.152),Rothia mucilaginosa strain UMB0024 ,43675,43675.152,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, Rothia mucilaginosa,,,0.398040771484375,0.2812851165332609,Human Non Pathogenic,0.0
Rudanella lutea DSM 19387 (1089547.3),Rudanella lutea DSM 19387 ,1089547,1089547.3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella, Rudanella lutea, Rudanella lutea DSM 19387,,0.0516529083251953,0.0397714571926587,Human Non Pathogenic,0.0
Ruminiclostridium sp. KB18 (1834198.6),Ruminiclostridium sp. KB18 ,1834198,1834198.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,-, Ruminiclostridium sp. KB18,,0.261871337890625,0.0699915115603979,Human Non Pathogenic,0.0
Ruminiclostridium thermocellum DSM 2360 strain LQRI (572545.4),Ruminiclostridium thermocellum DSM 2360 strain LQRI,572545,572545.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium thermocellum,Hungateiclostridium thermocellum DSM 2360,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Hungateiclostridium; Hungateiclostridium thermocellum; Hungateiclostridium thermocellum DSM 2360,0.224822998046875,0.0955530030460205,Human Non Pathogenic,0.0
Ruminococcaceae bacterium D16 (552398.3),Ruminococcaceae bacterium D16 ,552398,552398.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,-,-, Ruminococcaceae bacterium D16,,0.2379150390625,0.0279016794475166,Human Non Pathogenic,0.0
Ruminococcus albus 8 (246199.4),Ruminococcus albus 8 ,246199,246199.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus albus, Ruminococcus albus 8,,0.2789306640625,0.0850781038422641,Human Non Pathogenic,0.0
Ruminococcus bromii L2-63 (657321.5),Ruminococcus bromii L2-63 ,657321,657321.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus bromii, Ruminococcus bromii L2-63,,0.2060546875,0.0510537830555781,Human Non Pathogenic,0.0
Ruminococcus callidus ATCC 27760 (411473.3),Ruminococcus callidus ATCC 27760 ,411473,411473.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus callidus, Ruminococcus callidus ATCC 27760,,0.2718505859375,0.0628405472305881,Human Non Pathogenic,0.0
Ruminococcus champanellensis 18P13 = JCM 17042 (213810.11),Ruminococcus champanellensis 18P13 = JCM 17042 ,213810,213810.11,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus champanellensis, Ruminococcus champanellensis 18P13 = JCM 17042,,0.255340576171875,0.090368660382285,Human Non Pathogenic,0.0
Ruminococcus faecis JCM 15917 (1298596.3),Ruminococcus faecis JCM 15917 ,1298596,1298596.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus faecis, Ruminococcus faecis JCM 15917,,0.1660537719726562,0.0705331458833649,Human Non Pathogenic,0.0
Ruminococcus flavefaciens FD-1 (641112.4),Ruminococcus flavefaciens FD-1 ,641112,641112.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus flavefaciens, Ruminococcus flavefaciens FD-1,,0.328155517578125,0.0975385481103205,Human Non Pathogenic,0.0
Ruminococcus gauvreauii DSM 19829 (1123075.3),Ruminococcus gauvreauii DSM 19829 ,1123075,1123075.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus gauvreauii, Ruminococcus gauvreauii DSM 19829,,0.2484130859375,0.0562293809611291,Human Non Pathogenic,0.0
Ruminococcus gnavus ATCC 29149 (411470.6),Ruminococcus gnavus ATCC 29149 ,411470,411470.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] gnavus, Ruminococcus gnavus ATCC 29149,,0.1894073486328125,0.0945093414735282,Human Non Pathogenic,0.0
Ruminococcus gnavus LFYP19 (6666666.201656),Ruminococcus gnavus LFYP19 ,33038,6666666.201656,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] gnavus, Ruminococcus gnavus LFYP19,,0.198699951171875,0.0880557892542355,Human Non Pathogenic,0.0
Ruminococcus gnavus LFYP36 (6666666.201657),Ruminococcus gnavus LFYP36 ,33038,6666666.201657,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] gnavus, Ruminococcus gnavus LFYP36,,0.189178466796875,0.0811296771053882,Human Non Pathogenic,0.0
Ruminococcus lactaris ATCC 29176 (471875.6),Ruminococcus lactaris ATCC 29176 ,471875,471875.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus lactaris, Ruminococcus lactaris ATCC 29176,,0.1361007690429687,0.053911961614842,Human Non Pathogenic,0.0
Ruminococcus obeum A2-162 (657314.3),Ruminococcus obeum A2-162 ,657314,657314.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia obeum, Blautia obeum A2-162,,0.164520263671875,0.0626499418878894,Human Non Pathogenic,0.0
Ruminococcus obeum ATCC 29174 (411459.7),Ruminococcus obeum ATCC 29174 ,411459,411459.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia obeum, Blautia obeum ATCC 29174,,0.156097412109375,0.0596635667016814,Human Non Pathogenic,0.0
Ruminococcus obeum ROSSTS7063 (40520.1729),Ruminococcus obeum ROSSTS7063,40520,40520.1729,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus obeum,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Ruminococcus obeum ROSSTS7063,0.172943115234375,0.084029756527429,Human Non Pathogenic,0.0
Ruminococcus obeum SSTS_Bg7063 (6666666.201546),Ruminococcus obeum SSTS_Bg7063 ,40520,6666666.201546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, Blautia obeum, Ruminococcus obeum SSTS_Bg7063,,0.1764068603515625,0.0769500883708684,Human Non Pathogenic,0.0
Ruminococcus sp. 18P13 (213810.4),Ruminococcus sp. 18P13 ,213810,213810.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus, Ruminococcus champanellensis, Ruminococcus champanellensis 18P13 = JCM 17042,,0.33355712890625,0.1007404991679957,Human Non Pathogenic,0.0
Ruminococcus sp. 5_1_39BFAA (457412.4),Ruminococcus sp. 5_1_39BFAA ,457412,457412.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-, Ruminococcus sp. 5_1_39BFAA,,0.1441497802734375,0.0645550352042412,Human Non Pathogenic,0.0
Ruminococcus sp. AM36-2AA (2293210.3),Ruminococcus sp. AM36-2AA,2293210,2293210.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,Ruminococcus sp. AM36-2AA,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; unclassified Ruminococcus; Ruminococcus sp. AM36-2AA,0.18084716796875,0.0752567560412239,Human Non Pathogenic,0.0
Ruminococcus sp. AM41-10BH (2293213.3),Ruminococcus sp. AM41-10BH,2293213,2293213.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,Ruminococcus sp. AM41-10BH,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; unclassified Ruminococcus; Ruminococcus sp. AM41-10BH,0.1811370849609375,0.0572312306755733,Human Non Pathogenic,0.0
Ruminococcus sp. AM42-11 (2292372.3),Ruminococcus sp. AM42-11,2292372,2292372.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,Ruminococcus sp. AM42-11,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; unclassified Ruminococcus; Ruminococcus sp. AM42-11,0.1650238037109375,0.0946693481126817,Human Non Pathogenic,0.0
Ruminococcus sp. AT12 (1745713.3),Ruminococcus sp. AT12 ,1745713,1745713.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus, Bariatricus massiliensis,,,0.3497314453125,0.0572743967787947,Human Non Pathogenic,0.0
Ruminococcus sp. CAG:17 (1262951.3),Ruminococcus sp. CAG:17,1262951,1262951.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,Ruminococcus sp. CAG,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; environmental samples; Ruminococcus sp. CAG,0.138824462890625,0.0441199013496968,Human Non Pathogenic,0.0
Ruminococcus sp. JC304 (1095771.3),Ruminococcus sp. JC304,1095771,1095771.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus sp. JC304,0.2309417724609375,0.1209474908952151,Human Non Pathogenic,0.0
